libid	batch	phylum	countgroup	taxon	taxid	sample_number	locality_number	sample_provider	n_specimens	reads_avg_seq	reads_max_seq	reads_median_seq	reads_min_seq	reads_N_50	reads_total_n	reads_total_seq	perc_reads_human	bag	n_contigs	largest_contig	total_length	GC_perc	N50	N75	L50	L75	busco_lineage	busco_perc_C	busco_perc_S	busco_perc_D	busco_perc_F	busco_perc_M	busco_set_size	mode_cov_dist	mapped_bases	genome_size_est	co1_length	co1_Superkingdom	co1_Kingdom	co1_Phylum	co1_Class	co1_Order	co1_Genus	co1_Species	lineage
a94	b10	Arthropoda	Diplopoda	Chordeuma sylvestre	1569510	Gr-Myr-00803		Görlitz		144.03	150	150	50	150	68175552	9819244142	0.14	bag3	66066	167532	361084998	41.26	13401	5609	6916	17338	arthropoda_odb10	85.7	84.9	0.8	8.3	6	1013	0	9614525179	inf	678	Eukaryota	Metazoa	Arthropoda	Diplopoda	Chordeumatida	Chordeuma	Chordeuma sylvestre	Chordeuma;Chordeumatidae;Chordeumatida;Helminthomorpha;Diplopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a95	b10	Arthropoda	Diplopoda	Mycogona germanica		Gr-Myr-00804		Görlitz		143.96	150	150	50	150	75888968	10924851643	0.08	bag1	5974	132267	70269692	41.7	21441	11246	946	2076	arthropoda_odb10	42.7	42.5	0.2	5.8	51.5	1013	20	4968884570	248444228.5	461	Eukaryota	Metazoa	Arthropoda	Diplopoda	Chordeumatida	Listrocheiritium	Listrocheiritium noricum	
P1_246	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925					106.17	150	103	50	127	340318	36132936	3.69	bag2	339	5149	297728	36.72	886	650	109	208	arachnida_odb10	0	0	0	0	100	2934	1	23189865	23189865									Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a95	b10	Arthropoda	Diplopoda	Mycogona germanica		Gr-Myr-00804		Görlitz		143.96	150	150	50	150	75888968	10924851643	0.08	bag3	66203	136728	359390337	40.99	12894	5587	7300	17937	arthropoda_odb10	83.2	82.5	0.7	9.3	7.5	1013	0	10699942249	inf	461	Eukaryota	Metazoa	Arthropoda	Diplopoda	Chordeumatida	Listrocheiritium	Listrocheiritium noricum	
a96	b10	Arthropoda	Chilopoda	Geophilus truncorum	173284	Gr-Myr-00805		Görlitz		146.81	150	150	50	150	65897647	9674222523	1.29	bag1	4741	158736	57254994	35.03	21453	11414	745	1656	arthropoda_odb10	64.8	64	0.8	3.1	32.1	1013	32	3255193768	101724805.3	683	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Strigamia	Strigamia acuminata	Brachygeophilus;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P2_248	b2	Arthropoda	Oribatida	Acrotritia duplicata	1979925					108.8	150	107	50	126	4738725	515583520	4.94	bag2	6130	13455	4859262	37.44	741	583	1994	3870	arachnida_odb10	0.2	0.2	0	0.3	99.5	2934	2	402670457	201335228.5	662	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a96	b10	Arthropoda	Chilopoda	Geophilus truncorum	173284	Gr-Myr-00805		Görlitz		146.81	150	150	50	150	65897647	9674222523	1.29	bag3	39066	520229	166250525	37.26	13812	4787	2802	7919	arthropoda_odb10	94.3	92.8	1.5	3.4	2.3	1013	2	9531942970	4765971485	683	Eukaryota	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Strigamia	Strigamia acuminata	Brachygeophilus;Geophilidae;Geophilomorpha;Epimorpha;Pleurostigmophora;Chilopoda;Myriapoda;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a97	b10	Arthropoda	Collembola	Isotomurus palustris	36144			Görlitz		147.6	150	150	50	150	69466089	10252861245	0.49	bag1	7469	375185	90337233	39.49	23743	11443	920	2307	arthropoda_odb10	82.3	81.6	0.7	3.1	14.6	1013	40	6398040895	159951022.4	681	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomurus	Isotomurus palustris	Isotomurus;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_492	b9	Arthropoda	Oribatida	Phthiracarus laevigatus	229740	Gr_ori00284		Görlitz		147.19	150	150	50	150	69711884	10260899341	1.12	bag2	67240	154792	230763256	29.6	8047	3016	6777	18511	arthropoda_odb10	87.6	86.6	1	3.3	9.1	1013				664	Eukaryota	Metazoa	Nemertea	Pilidiophora	Heteronemertea	Micrura	Carinoma sp. BOLD:ACM5178	Phthiracaridae;Phthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a97	b10	Arthropoda	Collembola	Isotomurus palustris	36144			Görlitz		147.6	150	150	50	150	69466089	10252861245	0.49	bag3	43525	577525	171954917	41.91	13234	3937	2660	8610								2	10005192667	5002596334	681	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomurus	Isotomurus palustris	Isotomurus;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a98	b10	Arthropoda	Collembola	Hydroisotoma schaefferi	301519			Görlitz		144.66	150	150	50	150	73642038	10653038647	0.14	bag1	4769	252447	106541443	36.88	42033	22838	778	1645	arthropoda_odb10	88.2	87.9	0.3	2.1	9.7	1013	54	7765368486	143803120.1	682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Homidia	Homidia phjongjangica	Hydroisotoma;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_32	b0	Arthropoda	Oribatida	Acrotritia duplicata	1979925	Metainvert_32		Görlitz		137.94	150	150	50	150	9692709	1337008487	1.91	bag2	50336	21744	48994344	35.87	1005	700	14682	29403	arachnida_odb10	25.4	24.8	0.6	11.7	62.9	2934	2	1011549609	505774804.5	662	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a98	b10	Arthropoda	Collembola	Hydroisotoma schaefferi	301519			Görlitz		144.66	150	150	50	150	73642038	10653038647	0.14	bag3	15997	255033	153766014	37.38	33065	15517	1310	2997	arthropoda_odb10	93.9	93.5	0.4	2.4	3.7	1013	53	10463655222	197427457	682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Homidia	Homidia phjongjangica	Hydroisotoma;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a99	b10	Arthropoda	Collembola	Xenylla mediterranea	2567731			Görlitz		148.08	150	150	50	150	67729444	10029249682	1.23	bag1	8322	61039	47414996	33.68	9168	4898	1471	3235								46	3087181214	67112635.09	681	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Xenylla	Xenylla brevisimilis	Xenylla;Hypogastruridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_42	b0	Arthropoda	Oribatida	Acrotritia duplicata	1979925	Metainvert_42		Görlitz		131.61	150	150	50	150	10923455	1437607842	2.61	bag2	50071	20577	47695575	35.08	976	688	14903	29548	arachnida_odb10	24	23.7	0.3	12.4	63.6	2934	2	1186029529	593014764.5	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a99	b10	Arthropoda	Collembola	Xenylla mediterranea	2567731			Görlitz		148.08	150	150	50	150	67729444	10029249682	1.23	bag3	56682	821733	146358386	39.25	4830	2001	6396	18293	arthropoda_odb10	85	82.6	2.4	7	8	1013	6	9443450913	1573908486	681	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Xenylla	Xenylla brevisimilis	Xenylla;Hypogastruridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_114	b1	Annelida	Enchytraeidae	Enchytraeus albidus	6390	enc_ECT_180815_9		ECT		140.14	150	150	51	150	913	127948	4.18																												Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_121	b1	Arthropoda	Oribatida	Hypochthonius rufulus	66581	ori_SMG_180821_15		Görlitz		125.34	150	150	50	150	29142	3652668																													Hypochthonius;Hypochthoniidae;Hypochthonoidea;Enarthronota;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_124	b1	Arthropoda	Collembola	Folsomia candida	158441	col_ECT_180815_1		ECT		142.77	150	150	52	150	114	16276	1.79																												Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_128	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180821_22		Görlitz		138.08	150	150	50	150	21258	2935235	88.23																												Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_130	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		131.48	150	150	50	150	6970138	916431639	2.04	bag1	1029	15238	907876	40.61	842	653	328	634	metazoa_odb10	0.2	0.2	0	0.5	99.3	954	2	94276032	47138016	673	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus moebii	Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_49	b0	Arthropoda	Oribatida	Acrotritia duplicata	1979925	Metainvert_49		Görlitz		128.38	150	150	50	150	7598491	975529439	1.89	bag2	19426	19390	17087895	38.7	841	611	5561	11634	arachnida_odb10	6.8	6.6	0.2	5.6	87.6	2934	2	799157084	399578542	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_130	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		131.48	150	150	50	150	6970138	916431639	2.04	bag3	49619	16785	35064045	36.58	676	569	18938	33138	metazoa_odb10	0.4	0.4	0	1.7	97.9	954	2	625287332	312643666	673	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus moebii	Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_138	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		138.63	150	150	50	150	6668403	924427426	1.84	bag1	1398	15236	1235526	40.12	882	674	465	866	metazoa_odb10	0.1	0.1	0	0.6	99.3	954	2	98411178	49205589	673	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus moebii	Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_57	b0	Arthropoda	Oribatida	Acrotritia duplicata	1979925	Metainvert_57		Görlitz		132.43	150	150	50	150	15014672	1988417748	1.62	bag2	85773	29674	91292971	32.96	1148	766	24021	48504	arachnida_odb10	36.7	36.2	0.5	13.2	50.1	2934	2	1767032612	883516306	662	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Euphthiracarus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_138	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		138.63	150	150	50	150	6668403	924427426	1.84	bag3	68585	15538	49781209	36.06	703	582	25878	45436	metazoa_odb10	0.2	0.2	0	1.8	98	954	2	673200781	336600390.5	673	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus moebii	Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_144	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180821_19		Görlitz		134.84	150	150	50	150	8483066	1143814626	1.09	bag1	7850	29350	31290605	39.62	5241	3317	1938	3813	arachnida_odb10	75.5	74.3	1.2	3.8	20.7	2934	9	462728007	51414223	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
MI_58	b0	Arthropoda	Oribatida	Acrotritia duplicata	1979925	Metainvert_58		Görlitz		129.34	150	150	50	150	14260326	1844379150	1.87	bag2	74001	20991	73459831	32.77	1039	719	21734	43096	arachnida_odb10	26.6	26.3	0.3	13.2	60.2	2934	2	1586384811	793192405.5	483	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Cepheus	Euphthiracarus sp. AMUOR021	Acrotritia;Euphthiracaridae;Euphthiracaroidea;Mixonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_144	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180821_19		Görlitz		134.84	150	150	50	150	8483066	1143814626	1.09	bag3	39903	29350	88827484	37.34	3218	1715	8020	17493	arachnida_odb10	88.5	87	1.5	4.5	7	2934	6	1065654575	177609095.8	665	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Gallus	Gallus gallus	Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_147	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		134.76	150	150	50	150	18485	2491051	2.24	bag1	4	1343	3221	39.99	711	594	2	3								2	64137	32068.5									Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_1	b3_b5	Arthropoda	Oribatida	Liebstadia similis	1250587	MetInv-E315		Görlitz		121.54	150	150	50	150	32157319	3908494283		bag2	20690	72864	90126144	35.21	7748	3784	3276	7419	arachnida_odb10	90.1	88.5	1.6	2.7	7.2	2934	1	2689620050	2689620050	565	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Rostrozetes	Scheloribates pallidulus	Liebstadia;Liebstadiidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_147	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		134.76	150	150	50	150	18485	2491051	2.24	bag3	21	1603	15328	39.57	711	535	7	14	metazoa_odb10	0	0	0	0	100	954	1	625810	625810									Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_155	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180821_23		Görlitz		122.71	150	135	50	150	3525730	432649770	0.75	bag1	7177	11401	6634043	44.36	944	718	2414	4432	arachnida_odb10	20.3	20	0.3	10.9	68.8	2934	4	67914635	16978658.75	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatulidae-undef	Oribatulidae sp. BOLD:ACF1449	Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_10	b3_b5	Arthropoda	Oribatida	Minunthozetes semirufus	1979919	Gr-Ori-00045		Görlitz		130.61	150	150	50	150	29209786	3815117594		bag2	15871	103626	85109683	32.03	13618	6098	1770	4061	arachnida_odb10	90.8	89.3	1.5	1.4	7.8	2934	1	3258711653	3258711653	672	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Tegoribates	Tegoribates sp. BOLD:AAE1477	Minunthozetes;Punctoribatidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_155	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180821_23		Görlitz		122.71	150	135	50	150	3525730	432649770	0.75	bag3	36710	11401	28098315	40.07	751	603	13367	23862	arachnida_odb10	27.1	26.7	0.4	14.6	58.3	2934	2	353498147	176749073.5	657	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatulidae-undef	Oribatulidae sp. BOLD:ACF1449	Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_161	b1	Arthropoda	Oribatida	Zygoribatula exilis	1251916	ori_SMG_180821_24		Görlitz		131.84	150	150	50	150	906	119444																													Oribatulidae;Oripodoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_166	b1	Nematoda	Nematoda	Acrobeloides nanus	290746	nem_SMG_180821_20		Görlitz		136.12	150	150	50	150	6976829	949688460	0.17	bag1	5134	16934	6165166	38.18	1336	917	1538	2937	nematoda_odb10	2.8	2.8	0	2.5	94.7	3131	4	203246988	50811747	603	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Acrobeloides	Acrobeloides varius	Acrobeloides;Cephalobidae;Cephaloboidea;Cephalobomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_11	b3_b5	Arthropoda	Oribatida	Nothrus palustris	198293	Gr-Ori-00051		Görlitz		137.09	150	150	50	150	33464006	4587685357		bag2	78074	32244	156105908	28.8	2753	1486	16149	35516	arachnida_odb10	85.9	84.6	1.3	4.7	9.4	2934	1	2745003498	2745003498	665	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Nothrus	Nothrus sp. BOLD:AAF9127	Nothrus;Nothridae;Crotonioidea;Desmonomata;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_166	b1	Nematoda	Nematoda	Acrobeloides nanus	290746	nem_SMG_180821_20		Görlitz		136.12	150	150	50	150	6976829	949688460	0.17	bag3	69136	54163	67405666	42.25	1014	720	21025	40830	nematoda_odb10	6.2	5.5	0.7	4	89.8	3131	2	795018244	397509122	603	Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Acrobeloides	Acrobeloides varius	Acrobeloides;Cephalobidae;Cephaloboidea;Cephalobomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_171	b1	Nematoda	Nematoda	Panagrolaimus detritophagus Fuchs, 1930	310956	nem_SMG_180821_10		Görlitz		144.07	150	150	51	150	707	101860	16.18																												Panagrolaimus;Panagrolaimidae;Panagrolaimoidea;Panagrolaimomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_174	b1	Arthropoda	Mesostigmata	Hypoaspis aculeifer	704012	mit_ECT_180815_5		ECT		116.11	150	122	50	139	4224473	490494709	0.96	bag1	907	8091	1200595	51.18	1666	912	201	449	arachnida_odb10	0.1	0.1	0	0.1	99.8	2934	2	64373680	32186840	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Gaeolaelaps	Gaeolaelaps aculeifer	Gaeolaelaps;Laelapidae;Dermanyssoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_12	b3_b5	Arthropoda	Oribatida	Dissorhina ornata	2202870	Gr-Ori-00054		Görlitz		136.4	150	150	50	150	26255575	3581325945		bag2	45189	63625	122524533	27.2	4600	2182	7138	16861	arachnida_odb10	88.8	87.2	1.6	2.9	8.3	2934	10	3054883673	305488367.3	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oppiidae-undef	Oppiidae sp. BOLD:AAM7257	Dissorhina;Oppiidae;Oppioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_174	b1	Arthropoda	Mesostigmata	Hypoaspis aculeifer	704012	mit_ECT_180815_5		ECT		116.11	150	122	50	139	4224473	490494709	0.96	bag3	4378	13547	3757270	48.45	806	577	1193	2617	arachnida_odb10	0.1	0.1	0	0.1	99.8	2934	2	223915785	111957892.5	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Gaeolaelaps	Gaeolaelaps aculeifer	Gaeolaelaps;Laelapidae;Dermanyssoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
P1_181	b1	Annelida	Enchytraeidae	Enchytraeus crypticus	913645	enc_ECT_180815_10		ECT		133.64	150	150	50	150	5470647	731094012	2.15	bag1	661	16147	589460	40.56	832	652	200	402	metazoa_odb10	0.2	0.2	0	0.4	99.4	954	2	68792416	34396208	673	Eukaryota	Metazoa	Annelida	Clitellata	Enchytraeida	Enchytraeus	Enchytraeus moebii	Enchytraeus;Enchytraeidae;Enchytraeida;Oligochaeta;Clitellata;Annelida;Lophotrochozoa;Spiralia;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
